Path Length, Path Cost,Binary Heap Execution Time(ms), Fibonacci Heap Execution Time(ms)
1000000000000000000,1000000000000000000,0.328,0.012
1000000000000000000,1000000000000000000,0.346,0.013
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.325,0.084
1000000000000000000,1000000000000000000,0.306,0.014
1000000000000000000,1000000000000000000,0.304,0.014
14,5977381118,0.346,0.089
1000000000000000000,1000000000000000000,0.418,0.012
1000000000000000000,1000000000000000000,0.334,0.017
1000000000000000000,1000000000000000000,0.305,0.016
1000000000000000000,1000000000000000000,0.302,0.012
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.302,0.012
1000000000000000000,1000000000000000000,0.329,0.011
1000000000000000000,1000000000000000000,0.36,0.156
1000000000000000000,1000000000000000000,0.339,0.012
1000000000000000000,1000000000000000000,0.403,0.069
1000000000000000000,1000000000000000000,0.303,0.013
1000000000000000000,1000000000000000000,0.336,0.011
1000000000000000000,1000000000000000000,0.428,0.012
1000000000000000000,1000000000000000000,0.44,0.011
1000000000000000000,1000000000000000000,0.499,0.137
1000000000000000000,1000000000000000000,0.429,0.012
1000000000000000000,1000000000000000000,0.415,0.016
1000000000000000000,1000000000000000000,0.332,0.118
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.31,0.012
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.302,0.014
1000000000000000000,1000000000000000000,0.302,0.013
1000000000000000000,1000000000000000000,0.314,0.011
1000000000000000000,1000000000000000000,0.32,0.013
1000000000000000000,1000000000000000000,0.322,0.011
1000000000000000000,1000000000000000000,0.306,0.012
1000000000000000000,1000000000000000000,0.3,0.012
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.303,0.011
1000000000000000000,1000000000000000000,0.325,0.017
1000000000000000000,1000000000000000000,0.301,0.013
1000000000000000000,1000000000000000000,0.302,0.014
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.313,0.051
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.302,0.012
1000000000000000000,1000000000000000000,0.388,0.016
1000000000000000000,1000000000000000000,0.499,0.012
1000000000000000000,1000000000000000000,0.642,0.013
1000000000000000000,1000000000000000000,0.437,0.082
1000000000000000000,1000000000000000000,0.301,0.014
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.319,0.074
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.3,0.012
1000000000000000000,1000000000000000000,0.303,0.011
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.342,0.011
1000000000000000000,1000000000000000000,0.304,0.018
1000000000000000000,1000000000000000000,0.31,0.04
1000000000000000000,1000000000000000000,0.304,0.013
1000000000000000000,1000000000000000000,0.348,0.012
1000000000000000000,1000000000000000000,0.437,0.012
1000000000000000000,1000000000000000000,0.439,0.036
1000000000000000000,1000000000000000000,0.422,0.012
1000000000000000000,1000000000000000000,0.474,0.105
1000000000000000000,1000000000000000000,0.442,0.012
1000000000000000000,1000000000000000000,0.444,0.013
1000000000000000000,1000000000000000000,0.452,0.012
1000000000000000000,1000000000000000000,0.44,0.011
1000000000000000000,1000000000000000000,0.447,0.012
1000000000000000000,1000000000000000000,0.481,0.025
1000000000000000000,1000000000000000000,0.448,0.012
1000000000000000000,1000000000000000000,0.42,0.011
1000000000000000000,1000000000000000000,0.39,0.014
1000000000000000000,1000000000000000000,0.469,0.012
1000000000000000000,1000000000000000000,0.356,0.013
1000000000000000000,1000000000000000000,0.316,0.018
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.303,0.021
1000000000000000000,1000000000000000000,0.302,0.011
1000000000000000000,1000000000000000000,0.301,0.012
1000000000000000000,1000000000000000000,0.302,0.011
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.306,0.011
1000000000000000000,1000000000000000000,0.302,0.014
1000000000000000000,1000000000000000000,0.301,0.018
1000000000000000000,1000000000000000000,0.327,0.101
1000000000000000000,1000000000000000000,0.3,0.011
1000000000000000000,1000000000000000000,0.301,0.013
1000000000000000000,1000000000000000000,0.301,0.013
0,0,0.301,0.011
12,4961040717,0.318,0.059
1000000000000000000,1000000000000000000,0.302,0.015
1000000000000000000,1000000000000000000,0.334,0.106
1000000000000000000,1000000000000000000,0.307,0.011
1000000000000000000,1000000000000000000,0.343,0.129
1000000000000000000,1000000000000000000,0.307,0.011
1000000000000000000,1000000000000000000,0.35,0.014
1000000000000000000,1000000000000000000,0.304,0.015
1000000000000000000,1000000000000000000,0.318,0.016
1000000000000000000,1000000000000000000,0.303,0.011
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.329,0.011
1000000000000000000,1000000000000000000,0.426,0.012
1000000000000000000,1000000000000000000,0.503,0.194
1000000000000000000,1000000000000000000,0.445,0.013
1000000000000000000,1000000000000000000,0.454,0.02
1000000000000000000,1000000000000000000,0.434,0.012
1000000000000000000,1000000000000000000,0.353,0.013
1000000000000000000,1000000000000000000,0.304,0.012
1000000000000000000,1000000000000000000,0.417,0.012
1000000000000000000,1000000000000000000,0.421,0.105
1000000000000000000,1000000000000000000,0.302,0.012
1000000000000000000,1000000000000000000,0.307,0.011
1000000000000000000,1000000000000000000,0.319,0.015
1000000000000000000,1000000000000000000,0.393,0.012
1000000000000000000,1000000000000000000,0.424,0.012
1000000000000000000,1000000000000000000,0.458,0.012
1000000000000000000,1000000000000000000,0.457,0.012
1000000000000000000,1000000000000000000,0.398,0.014
1000000000000000000,1000000000000000000,0.361,0.012
1000000000000000000,1000000000000000000,0.317,0.012
1000000000000000000,1000000000000000000,0.373,0.012
1000000000000000000,1000000000000000000,0.385,0.095
1000000000000000000,1000000000000000000,0.303,0.013
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.311,0.012
1000000000000000000,1000000000000000000,0.301,0.015
1000000000000000000,1000000000000000000,0.301,0.011
1000000000000000000,1000000000000000000,0.3,0.011
1000000000000000000,1000000000000000000,0.303,0.013
1000000000000000000,1000000000000000000,0.302,0.013
1000000000000000000,1000000000000000000,0.301,0.014
1000000000000000000,1000000000000000000,0.3,0.011
1000000000000000000,1000000000000000000,0.306,0.028
1000000000000000000,1000000000000000000,0.414,0.011
1000000000000000000,1000000000000000000,0.445,0.013
1000000000000000000,1000000000000000000,0.383,0.021
1000000000000000000,1000000000000000000,0.35,0.115
1000000000000000000,1000000000000000000,0.324,0.012
1000000000000000000,1000000000000000000,0.352,0.055
1000000000000000000,1000000000000000000,0.31,0.012
1000000000000000000,1000000000000000000,0.388,0.013
1000000000000000000,1000000000000000000,0.654,0.013
1000000000000000000,1000000000000000000,1.455,0.048
1000000000000000000,1000000000000000000,2.039,0.062
1000000000000000000,1000000000000000000,0.997,0.064
1000000000000000000,1000000000000000000,0.476,0.078
1000000000000000000,1000000000000000000,0.463,0.013
1000000000000000000,1000000000000000000,0.427,0.012
1000000000000000000,1000000000000000000,0.435,0.013
1000000000000000000,1000000000000000000,0.428,0.012
1000000000000000000,1000000000000000000,0.48,0.106
1000000000000000000,1000000000000000000,0.343,0.012
1000000000000000000,1000000000000000000,0.339,0.014
1000000000000000000,1000000000000000000,0.428,0.011
1000000000000000000,1000000000000000000,0.461,0.012
1000000000000000000,1000000000000000000,0.726,0.017
1000000000000000000,1000000000000000000,0.804,0.015
1000000000000000000,1000000000000000000,0.624,0.206
1000000000000000000,1000000000000000000,0.808,0.015
1000000000000000000,1000000000000000000,0.534,0.013
1000000000000000000,1000000000000000000,0.371,0.017
5,1613751771,0.336,0.049
1000000000000000000,1000000000000000000,0.321,0.014
1000000000000000000,1000000000000000000,0.327,0.013
1000000000000000000,1000000000000000000,0.377,0.013
1000000000000000000,1000000000000000000,0.369,0.149
1000000000000000000,1000000000000000000,0.306,0.013
1000000000000000000,1000000000000000000,0.372,0.062
1000000000000000000,1000000000000000000,0.491,0.02
1000000000000000000,1000000000000000000,1.82,0.055
1000000000000000000,1000000000000000000,1.007,0.017
1000000000000000000,1000000000000000000,0.815,0.017
1000000000000000000,1000000000000000000,0.35,0.012
1000000000000000000,1000000000000000000,0.395,0.069
1000000000000000000,1000000000000000000,0.329,0.013
1000000000000000000,1000000000000000000,0.398,0.011
1000000000000000000,1000000000000000000,0.392,0.265
1000000000000000000,1000000000000000000,0.323,0.014
1000000000000000000,1000000000000000000,0.302,0.011
1000000000000000000,1000000000000000000,0.309,0.011
1000000000000000000,1000000000000000000,0.304,0.012
1000000000000000000,1000000000000000000,0.305,0.012
1000000000000000000,1000000000000000000,0.397,0.019
1000000000000000000,1000000000000000000,0.482,0.011
1000000000000000000,1000000000000000000,0.578,0.023
1000000000000000000,1000000000000000000,0.79,0.017
1000000000000000000,1000000000000000000,0.489,0.028
1000000000000000000,1000000000000000000,0.815,0.014
1000000000000000000,1000000000000000000,0.432,0.017
1000000000000000000,1000000000000000000,0.383,0.013
1000000000000000000,1000000000000000000,0.355,0.014
1000000000000000000,1000000000000000000,0.326,0.076
1000000000000000000,1000000000000000000,0.506,0.014
1000000000000000000,1000000000000000000,0.401,0.013
1000000000000000000,1000000000000000000,0.365,0.143
1000000000000000000,1000000000000000000,0.351,0.094
1000000000000000000,1000000000000000000,0.319,0.012
1000000000000000000,1000000000000000000,0.312,0.014
1000000000000000000,1000000000000000000,0.341,0.019
1000000000000000000,1000000000000000000,0.525,0.048
1000000000000000000,1000000000000000000,1.024,0.016
1000000000000000000,1000000000000000000,1.126,0.039
1000000000000000000,1000000000000000000,0.362,0.014
1000000000000000000,1000000000000000000,1.065,0.016
1000000000000000000,1000000000000000000,0.899,0.023
1000000000000000000,1000000000000000000,0.416,0.013
1000000000000000000,1000000000000000000,0.481,0.013
1000000000000000000,1000000000000000000,0.385,0.013
1000000000000000000,1000000000000000000,0.433,0.022
1000000000000000000,1000000000000000000,0.482,0.012
1000000000000000000,1000000000000000000,0.388,0.014
1000000000000000000,1000000000000000000,0.392,0.018
1000000000000000000,1000000000000000000,0.32,0.026
1000000000000000000,1000000000000000000,0.302,0.011
1000000000000000000,1000000000000000000,0.303,0.011
1000000000000000000,1000000000000000000,0.553,0.011
1000000000000000000,1000000000000000000,0.699,0.02
1000000000000000000,1000000000000000000,0.538,0.015
1000000000000000000,1000000000000000000,0.544,0.012
1000000000000000000,1000000000000000000,0.465,0.106
1000000000000000000,1000000000000000000,0.478,0.019
1000000000000000000,1000000000000000000,0.306,0.021
1000000000000000000,1000000000000000000,0.305,0.025
1000000000000000000,1000000000000000000,0.351,0.192
1000000000000000000,1000000000000000000,0.305,0.012
1000000000000000000,1000000000000000000,0.301,0.013
1000000000000000000,1000000000000000000,0.31,0.011
1000000000000000000,1000000000000000000,0.322,0.012
1000000000000000000,1000000000000000000,0.317,0.02
1000000000000000000,1000000000000000000,0.326,0.026
1000000000000000000,1000000000000000000,0.335,0.012
1000000000000000000,1000000000000000000,0.308,0.013
1000000000000000000,1000000000000000000,0.419,0.012
1000000000000000000,1000000000000000000,0.548,0.015
1000000000000000000,1000000000000000000,1.456,0.015
1000000000000000000,1000000000000000000,1.258,0.048
1000000000000000000,1000000000000000000,0.896,0.027
1000000000000000000,1000000000000000000,0.332,0.021
1000000000000000000,1000000000000000000,0.308,0.012
1000000000000000000,1000000000000000000,0.335,0.015
1000000000000000000,1000000000000000000,0.447,0.012
1000000000000000000,1000000000000000000,0.421,0.041
1000000000000000000,1000000000000000000,0.334,0.013
1000000000000000000,1000000000000000000,0.413,0.015
1000000000000000000,1000000000000000000,0.307,0.013
1000000000000000000,1000000000000000000,0.309,0.03
1000000000000000000,1000000000000000000,0.366,0.012
3,1286571940,0.592,0.092
1000000000000000000,1000000000000000000,0.555,0.014
1000000000000000000,1000000000000000000,0.541,0.179
1000000000000000000,1000000000000000000,0.332,0.014
1000000000000000000,1000000000000000000,0.558,0.017
1000000000000000000,1000000000000000000,0.394,0.016
1000000000000000000,1000000000000000000,0.305,0.012
1000000000000000000,1000000000000000000,0.403,0.133
1000000000000000000,1000000000000000000,0.325,0.023
1000000000000000000,1000000000000000000,0.303,0.012
1000000000000000000,1000000000000000000,0.34,0.114
1000000000000000000,1000000000000000000,0.321,0.044
1000000000000000000,1000000000000000000,0.344,0.012
